Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option
P0388,Ceramic,692,Medium,No,Land,0.83,Bio Bubble Wrap
P0389,Bioplastic,527,High,Yes,Air,0.369,Paper Wrap
P0390,Paper,1083,Low,Yes,Air,0.975,Paper Wrap
P0391,Paper,161,High,Yes,Air,0.145,Paper Wrap
P0392,Bioplastic,1516,Low,Yes,Air,1.061,Paper Wrap
P0393,Paper,910,Low,Yes,Land,0.819,Paper Wrap
P0394,Metal,963,High,No,Sea,1.733,Mushroom Foam
P0395,Paper,362,Medium,No,Land,0.326,Paper Wrap
P0396,Glass,1254,Low,Yes,Sea,1.881,Bio Bubble Wrap
P0397,Metal,1565,Low,No,Sea,2.817,Paper Wrap
P0398,Metal,1036,Low,No,Air,1.865,Minimalist Pouch
P0399,Plastic,1317,Low,Yes,Land,2.766,Recycled Cardboard
P0400,Bioplastic,673,Low,No,Sea,0.471,Paper Wrap
P0401,Metal,889,Low,Yes,Sea,1.6,Cornstarch Wrap
P0402,Ceramic,1392,Low,Yes,Sea,1.67,Bio Bubble Wrap
P0403,Paper,778,Low,Yes,Sea,0.7,Paper Wrap
P0404,Plastic,1110,Low,Yes,Sea,2.331,Recycled Cardboard
P0405,Metal,981,Low,Yes,Land,1.766,Bio Bubble Wrap
P0406,Glass,1144,Medium,Yes,Sea,1.716,Bio Bubble Wrap
P0407,Metal,1030,Low,No,Sea,1.854,Paper Wrap
P0408,Bioplastic,1784,High,Yes,Sea,1.249,Paper Wrap
P0409,Glass,1567,High,Yes,Land,2.35,Bio Bubble Wrap
P0410,Plastic,1486,Medium,No,Land,3.121,Recycled Cardboard
P0411,Ceramic,1429,Low,Yes,Land,1.715,Bio Bubble Wrap
P0412,Plastic,561,Low,Yes,Land,1.178,Recycled Cardboard
P0413,Bioplastic,1141,Low,No,Air,0.799,Paper Wrap
P0414,Paper,793,Low,No,Sea,0.714,Paper Wrap
P0415,Metal,1817,Medium,Yes,Sea,3.271,Cornstarch Wrap
P0416,Bioplastic,1982,Medium,Yes,Sea,1.387,Paper Wrap
P0417,Bioplastic,760,High,Yes,Land,0.532,Paper Wrap
P0418,Plastic,1369,Medium,No,Sea,2.875,Recycled Cardboard
P0419,Paper,1754,Medium,Yes,Sea,1.579,Paper Wrap
P0420,Glass,1414,Low,Yes,Sea,2.121,Bio Bubble Wrap
P0421,Glass,172,Medium,Yes,Air,0.258,Bio Bubble Wrap
P0422,Metal,1974,Medium,Yes,Land,3.553,Recycled Cardboard
P0423,Metal,913,High,No,Air,1.643,Cornstarch Wrap
P0424,Paper,279,Low,Yes,Land,0.251,Paper Wrap
P0425,Ceramic,1858,Medium,Yes,Sea,2.23,Bio Bubble Wrap
P0426,Paper,1252,Low,Yes,Land,1.127,Paper Wrap
P0427,Glass,1654,Low,No,Sea,2.481,Bio Bubble Wrap
P0428,Glass,1395,Low,Yes,Sea,2.092,Bio Bubble Wrap
P0429,Bioplastic,1589,Medium,Yes,Air,1.112,Paper Wrap
P0430,Ceramic,1502,Medium,No,Land,1.802,Bio Bubble Wrap
P0431,Glass,1629,Low,Yes,Sea,2.443,Bio Bubble Wrap
P0432,Paper,1017,Low,No,Land,0.915,Paper Wrap
P0433,Glass,690,High,Yes,Air,1.035,Bio Bubble Wrap
P0434,Glass,794,Low,Yes,Sea,1.191,Bio Bubble Wrap
P0435,Metal,356,High,No,Sea,0.641,Mushroom Foam
P0436,Bioplastic,1283,Low,Yes,Land,0.898,Paper Wrap
P0437,Bioplastic,698,Medium,Yes,Air,0.489,Paper Wrap
P0438,Glass,765,Low,Yes,Sea,1.147,Bio Bubble Wrap
P0439,Metal,953,Low,Yes,Sea,1.715,Recycled Cardboard
P0440,Bioplastic,1756,Medium,Yes,Land,1.229,Paper Wrap
P0441,Metal,1516,High,Yes,Sea,2.729,Paper Wrap
P0442,Metal,1698,Medium,No,Air,3.056,Bio Bubble Wrap
P0443,Metal,1589,Medium,Yes,Land,2.86,Bio Bubble Wrap
P0444,Ceramic,864,Medium,Yes,Land,1.037,Bio Bubble Wrap
P0445,Metal,1868,Medium,Yes,Land,3.362,Mushroom Foam
P0446,Paper,1960,Medium,No,Sea,1.764,Paper Wrap
P0447,Ceramic,1780,Low,Yes,Sea,2.136,Bio Bubble Wrap
P0448,Plastic,1077,Low,Yes,Land,2.262,Recycled Cardboard
P0449,Metal,497,Low,Yes,Sea,0.895,Bio Bubble Wrap
P0450,Ceramic,1284,Medium,Yes,Air,1.541,Bio Bubble Wrap
P0451,Metal,1738,Low,Yes,Sea,3.128,Cornstarch Wrap
P0452,Bioplastic,290,Medium,Yes,Air,0.203,Paper Wrap
P0453,Bioplastic,1389,High,Yes,Air,0.972,Paper Wrap
P0454,Glass,963,Low,Yes,Land,1.444,Bio Bubble Wrap
P0455,Ceramic,1166,Low,Yes,Land,1.399,Bio Bubble Wrap
P0456,Glass,1619,Low,Yes,Sea,2.429,Bio Bubble Wrap
P0457,Paper,939,Low,Yes,Air,0.845,Paper Wrap
P0458,Paper,135,Low,Yes,Sea,0.121,Paper Wrap
P0459,Metal,1878,Low,No,Land,3.38,Minimalist Pouch
P0460,Bioplastic,394,Low,Yes,Air,0.276,Paper Wrap
P0461,Paper,1385,Low,Yes,Land,1.246,Paper Wrap
P0462,Glass,379,Low,Yes,Air,0.569,Bio Bubble Wrap
P0463,Paper,1036,Low,Yes,Land,0.932,Paper Wrap
P0464,Bioplastic,424,High,Yes,Sea,0.297,Paper Wrap
P0465,Plastic,1261,Low,Yes,Air,2.648,Recycled Cardboard
P0466,Ceramic,1870,Medium,Yes,Air,2.244,Bio Bubble Wrap
P0467,Paper,100,Medium,Yes,Air,0.09,Paper Wrap
P0468,Glass,1996,High,Yes,Land,2.994,Bio Bubble Wrap
P0469,Plastic,1975,Medium,Yes,Sea,4.147,Recycled Cardboard
P0470,Glass,1396,Medium,Yes,Air,2.094,Bio Bubble Wrap
P0471,Ceramic,1057,Low,Yes,Land,1.268,Bio Bubble Wrap
P0472,Paper,503,Medium,No,Air,0.453,Paper Wrap
P0473,Metal,1353,Low,Yes,Air,2.435,Minimalist Pouch
P0474,Paper,1648,Low,Yes,Sea,1.483,Paper Wrap
P0475,Paper,956,Low,Yes,Air,0.86,Paper Wrap
P0476,Plastic,1333,Low,No,Sea,2.799,Recycled Cardboard
P0477,Metal,450,Low,Yes,Air,0.81,Bio Bubble Wrap
P0478,Ceramic,518,Low,No,Land,0.622,Bio Bubble Wrap
P0479,Plastic,1799,Low,No,Air,3.778,Recycled Cardboard
P0480,Plastic,1962,High,Yes,Sea,4.12,Recycled Cardboard
P0481,Plastic,1543,High,Yes,Air,3.24,Recycled Cardboard
P0482,Bioplastic,117,Medium,Yes,Land,0.082,Paper Wrap
P0483,Plastic,657,Low,Yes,Land,1.38,Recycled Cardboard
P0484,Ceramic,1035,Low,Yes,Land,1.242,Bio Bubble Wrap
P0485,Plastic,583,High,Yes,Land,1.224,Recycled Cardboard
P0486,Paper,1480,Low,Yes,Sea,1.332,Paper Wrap
P0487,Ceramic,435,Low,No,Air,0.522,Bio Bubble Wrap
P0488,Ceramic,1289,Medium,Yes,Land,1.547,Bio Bubble Wrap
P0489,Plastic,331,High,Yes,Sea,0.695,Recycled Cardboard
P0490,Paper,138,High,No,Sea,0.124,Paper Wrap
P0491,Plastic,1993,Medium,Yes,Land,4.185,Recycled Cardboard
P0492,Paper,892,Low,Yes,Air,0.803,Paper Wrap
P0493,Metal,1637,Medium,No,Sea,2.947,Bio Bubble Wrap
P0494,Glass,524,Low,Yes,Sea,0.786,Bio Bubble Wrap
P0495,Glass,1166,Low,No,Sea,1.749,Bio Bubble Wrap
P0496,Bioplastic,473,Medium,Yes,Land,0.331,Paper Wrap
P0497,Plastic,1022,Medium,Yes,Air,2.146,Recycled Cardboard
P0498,Glass,1561,Medium,Yes,Land,2.341,Bio Bubble Wrap
P0499,Paper,1887,High,Yes,Sea,1.698,Paper Wrap
P0500,Glass,763,Low,No,Air,1.145,Bio Bubble Wrap
P0501,Paper,580,High,Yes,Air,0.522,Paper Wrap
P0502,Paper,942,Medium,Yes,Air,0.848,Paper Wrap
P0503,Ceramic,1329,Low,Yes,Land,1.595,Bio Bubble Wrap
P0504,Metal,1792,Low,No,Land,3.226,Bio Bubble Wrap
P0505,Plastic,1265,Medium,Yes,Sea,2.656,Recycled Cardboard
P0506,Bioplastic,394,Low,Yes,Land,0.276,Paper Wrap
P0507,Bioplastic,877,Medium,No,Sea,0.614,Paper Wrap
P0508,Bioplastic,1303,High,Yes,Air,0.912,Paper Wrap
P0509,Paper,994,High,No,Land,0.895,Paper Wrap
P0510,Paper,1003,Low,No,Sea,0.903,Paper Wrap
P0511,Ceramic,1464,Medium,No,Air,1.757,Bio Bubble Wrap
P0512,Bioplastic,1031,Medium,No,Air,0.722,Paper Wrap
P0513,Metal,1800,Medium,No,Land,3.24,Cornstarch Wrap
P0514,Metal,1537,Medium,Yes,Sea,2.767,Paper Wrap
P0515,Metal,495,High,Yes,Air,0.891,Recycled Cardboard
P0516,Paper,1038,Medium,Yes,Sea,0.934,Paper Wrap
P0517,Ceramic,535,Medium,Yes,Land,0.642,Bio Bubble Wrap
P0518,Glass,552,Low,Yes,Air,0.828,Bio Bubble Wrap
P0519,Bioplastic,605,High,Yes,Sea,0.423,Paper Wrap
P0520,Bioplastic,268,Medium,Yes,Air,0.188,Paper Wrap
P0521,Glass,382,High,Yes,Land,0.573,Bio Bubble Wrap
P0522,Glass,594,Low,Yes,Air,0.891,Bio Bubble Wrap
P0523,Glass,1748,High,Yes,Air,2.622,Bio Bubble Wrap
P0524,Ceramic,761,High,Yes,Land,0.913,Bio Bubble Wrap
P0525,Plastic,1992,Medium,No,Air,4.183,Recycled Cardboard
P0526,Metal,1550,High,Yes,Air,2.79,Bio Bubble Wrap
P0527,Ceramic,590,Medium,Yes,Air,0.708,Bio Bubble Wrap
P0528,Paper,1560,High,Yes,Air,1.404,Paper Wrap
P0529,Glass,1290,Medium,Yes,Air,1.935,Bio Bubble Wrap
P0530,Glass,528,Low,Yes,Land,0.792,Bio Bubble Wrap
P0531,Plastic,1628,Low,Yes,Sea,3.419,Recycled Cardboard
P0532,Metal,792,Medium,Yes,Sea,1.426,Minimalist Pouch
P0533,Ceramic,390,Low,No,Sea,0.468,Bio Bubble Wrap
P0534,Bioplastic,1603,Medium,Yes,Air,1.122,Paper Wrap
P0535,Ceramic,1866,Medium,Yes,Air,2.239,Bio Bubble Wrap
P0536,Bioplastic,1858,Low,Yes,Air,1.301,Paper Wrap
P0537,Paper,1071,Low,Yes,Land,0.964,Paper Wrap
P0538,Paper,899,Medium,Yes,Air,0.809,Paper Wrap
P0539,Plastic,701,Medium,No,Sea,1.472,Recycled Cardboard
P0540,Metal,362,Medium,Yes,Air,0.652,Recycled Cardboard
P0541,Paper,267,Medium,Yes,Sea,0.24,Paper Wrap
P0542,Paper,754,Low,Yes,Sea,0.679,Paper Wrap
P0543,Glass,1826,Low,Yes,Land,2.739,Bio Bubble Wrap
P0544,Ceramic,1635,Medium,Yes,Sea,1.962,Bio Bubble Wrap
P0545,Paper,1759,Medium,Yes,Air,1.583,Paper Wrap
P0546,Metal,1464,Medium,Yes,Sea,2.635,Recycled Cardboard
P0547,Ceramic,137,Medium,No,Sea,0.164,Bio Bubble Wrap
P0548,Bioplastic,714,Low,Yes,Sea,0.5,Paper Wrap
P0549,Glass,590,Medium,Yes,Land,0.885,Bio Bubble Wrap
P0550,Ceramic,615,Low,No,Sea,0.738,Bio Bubble Wrap
P0551,Ceramic,1475,Medium,No,Sea,1.77,Bio Bubble Wrap
P0552,Metal,925,Low,No,Land,1.665,Recycled Cardboard
P0553,Metal,594,Medium,Yes,Air,1.069,Minimalist Pouch
P0554,Glass,849,Medium,Yes,Sea,1.274,Bio Bubble Wrap
P0555,Plastic,1985,Low,No,Land,4.168,Recycled Cardboard
P0556,Paper,489,Medium,No,Land,0.44,Paper Wrap
P0557,Glass,932,High,Yes,Air,1.398,Bio Bubble Wrap
P0558,Plastic,598,High,Yes,Air,1.256,Recycled Cardboard
P0559,Paper,1443,Low,Yes,Air,1.299,Paper Wrap
P0560,Ceramic,618,Low,No,Land,0.742,Bio Bubble Wrap
P0561,Bioplastic,1158,High,No,Sea,0.811,Paper Wrap
P0562,Metal,1843,Low,Yes,Sea,3.317,Paper Wrap
P0563,Ceramic,1474,High,Yes,Land,1.769,Bio Bubble Wrap
P0564,Glass,1454,High,No,Land,2.181,Bio Bubble Wrap
P0565,Metal,508,Medium,Yes,Sea,0.914,Recycled Cardboard
P0566,Glass,1818,Low,Yes,Air,2.727,Bio Bubble Wrap
P0567,Ceramic,1718,Medium,Yes,Air,2.062,Bio Bubble Wrap
P0568,Plastic,822,High,Yes,Land,1.726,Recycled Cardboard
P0569,Ceramic,1101,Low,Yes,Air,1.321,Bio Bubble Wrap
P0570,Plastic,487,Low,Yes,Sea,1.023,Recycled Cardboard
P0571,Plastic,237,Medium,Yes,Air,0.498,Recycled Cardboard
P0572,Glass,1894,High,No,Sea,2.841,Bio Bubble Wrap
P0573,Paper,1835,High,Yes,Land,1.651,Paper Wrap
P0574,Glass,450,High,No,Land,0.675,Bio Bubble Wrap
P0575,Glass,1412,Medium,Yes,Air,2.118,Bio Bubble Wrap
P0576,Bioplastic,1201,Low,Yes,Land,0.841,Paper Wrap
P0577,Plastic,435,Low,No,Sea,0.913,Recycled Cardboard
P0578,Metal,1998,Low,Yes,Sea,3.596,Minimalist Pouch
P0579,Ceramic,616,Low,Yes,Air,0.739,Bio Bubble Wrap
P0580,Glass,1674,Low,Yes,Land,2.511,Bio Bubble Wrap
P0581,Ceramic,725,High,Yes,Sea,0.87,Bio Bubble Wrap
P0582,Paper,1036,High,Yes,Air,0.932,Paper Wrap
P0583,Glass,186,Medium,Yes,Air,0.279,Bio Bubble Wrap
P0584,Paper,1074,Medium,No,Sea,0.967,Paper Wrap
P0585,Plastic,612,Medium,Yes,Land,1.285,Recycled Cardboard
P0586,Glass,1111,Medium,Yes,Sea,1.667,Bio Bubble Wrap
P0587,Bioplastic,1581,Low,Yes,Air,1.107,Paper Wrap
P0588,Glass,130,Low,No,Sea,0.195,Bio Bubble Wrap
P0589,Paper,396,Low,Yes,Land,0.356,Paper Wrap
P0590,Metal,260,Medium,Yes,Sea,0.468,Bio Bubble Wrap
P0591,Metal,847,Low,No,Sea,1.525,Paper Wrap
P0592,Paper,1518,High,Yes,Sea,1.366,Paper Wrap
P0593,Ceramic,218,Low,Yes,Land,0.262,Bio Bubble Wrap
P0594,Paper,1605,High,Yes,Sea,1.444,Paper Wrap
P0595,Paper,783,High,Yes,Sea,0.705,Paper Wrap
P0596,Ceramic,1700,Low,Yes,Land,2.04,Bio Bubble Wrap
P0597,Plastic,884,Medium,Yes,Sea,1.856,Recycled Cardboard
P0598,Metal,1620,Medium,Yes,Air,2.916,Cornstarch Wrap
P0599,Metal,965,Low,No,Air,1.737,Mushroom Foam
P0600,Ceramic,1803,Low,Yes,Sea,2.164,Bio Bubble Wrap
P0601,Plastic,1227,Medium,Yes,Air,2.577,Recycled Cardboard
P0602,Metal,1885,High,Yes,Sea,3.393,Recycled Cardboard
P0603,Paper,1150,Low,Yes,Land,1.035,Paper Wrap
P0604,Glass,700,High,Yes,Land,1.05,Bio Bubble Wrap
P0605,Bioplastic,1717,Low,Yes,Land,1.202,Paper Wrap
P0606,Ceramic,1980,High,Yes,Air,2.376,Bio Bubble Wrap
P0607,Bioplastic,1263,Medium,No,Sea,0.884,Paper Wrap
P0608,Ceramic,1488,Medium,No,Sea,1.786,Bio Bubble Wrap
P0609,Paper,324,Medium,No,Air,0.292,Paper Wrap
P0610,Glass,580,Medium,Yes,Sea,0.87,Bio Bubble Wrap
P0611,Glass,1528,Low,Yes,Land,2.292,Bio Bubble Wrap
P0612,Plastic,1370,Low,Yes,Land,2.877,Recycled Cardboard
P0613,Bioplastic,1871,Low,No,Land,1.31,Paper Wrap
P0614,Bioplastic,238,Medium,Yes,Land,0.167,Paper Wrap
P0615,Metal,1483,High,Yes,Sea,2.669,Bio Bubble Wrap
P0616,Ceramic,1008,Low,No,Air,1.21,Bio Bubble Wrap
P0617,Metal,887,Medium,No,Air,1.597,Bio Bubble Wrap
P0618,Paper,1111,High,No,Air,1.0,Paper Wrap
P0619,Paper,1964,Medium,Yes,Land,1.768,Paper Wrap
P0620,Metal,1243,Low,Yes,Sea,2.237,Cornstarch Wrap
P0621,Metal,1020,Medium,Yes,Sea,1.836,Minimalist Pouch
P0622,Bioplastic,1066,High,Yes,Land,0.746,Paper Wrap
P0623,Ceramic,1171,Medium,Yes,Air,1.405,Bio Bubble Wrap
P0624,Ceramic,1815,Low,Yes,Sea,2.178,Bio Bubble Wrap
P0625,Bioplastic,1451,Low,Yes,Land,1.016,Paper Wrap
P0626,Glass,592,Low,Yes,Air,0.888,Bio Bubble Wrap
P0627,Paper,538,Medium,Yes,Sea,0.484,Paper Wrap
P0628,Metal,1196,Low,Yes,Air,2.153,Bio Bubble Wrap
P0629,Paper,392,Medium,Yes,Air,0.353,Paper Wrap
P0630,Glass,174,Low,No,Air,0.261,Bio Bubble Wrap
P0631,Glass,503,Low,Yes,Air,0.754,Bio Bubble Wrap
P0632,Paper,1789,Low,Yes,Land,1.61,Paper Wrap
P0633,Metal,1540,Low,Yes,Air,2.772,Minimalist Pouch
P0634,Paper,1050,Low,No,Land,0.945,Paper Wrap
P0635,Ceramic,811,Low,Yes,Land,0.973,Bio Bubble Wrap
P0636,Plastic,994,High,Yes,Land,2.087,Recycled Cardboard
P0637,Paper,1780,Medium,Yes,Sea,1.602,Paper Wrap
P0638,Plastic,1710,Medium,Yes,Air,3.591,Recycled Cardboard
P0639,Glass,1437,Medium,Yes,Sea,2.155,Bio Bubble Wrap
P0640,Paper,1018,Low,No,Sea,0.916,Paper Wrap
P0641,Glass,1878,Low,Yes,Land,2.817,Bio Bubble Wrap
P0642,Metal,698,High,Yes,Air,1.256,Bio Bubble Wrap
P0643,Bioplastic,181,Low,Yes,Air,0.127,Paper Wrap
P0644,Plastic,298,Medium,Yes,Sea,0.626,Recycled Cardboard
P0645,Ceramic,1250,Low,Yes,Sea,1.5,Bio Bubble Wrap
P0646,Paper,222,Medium,Yes,Sea,0.2,Paper Wrap
P0647,Ceramic,1064,Low,Yes,Sea,1.277,Bio Bubble Wrap
P0648,Ceramic,116,Low,Yes,Sea,0.139,Bio Bubble Wrap
P0649,Plastic,916,Medium,Yes,Air,1.924,Recycled Cardboard
P0650,Bioplastic,1670,Medium,Yes,Sea,1.169,Paper Wrap
P0651,Plastic,813,Low,Yes,Sea,1.707,Recycled Cardboard
P0652,Bioplastic,178,Medium,Yes,Sea,0.125,Paper Wrap
P0653,Glass,753,Low,Yes,Air,1.129,Bio Bubble Wrap
P0654,Paper,1473,Medium,Yes,Air,1.326,Paper Wrap
P0655,Plastic,1023,Low,Yes,Air,2.148,Recycled Cardboard
P0656,Ceramic,1063,Low,Yes,Air,1.276,Bio Bubble Wrap
P0657,Paper,387,High,Yes,Air,0.348,Paper Wrap
P0658,Glass,1442,Medium,Yes,Sea,2.163,Bio Bubble Wrap
P0659,Metal,1811,Low,Yes,Land,3.26,Cornstarch Wrap
P0660,Glass,1458,Low,Yes,Sea,2.187,Bio Bubble Wrap
P0661,Bioplastic,1384,Low,No,Land,0.969,Paper Wrap
P0662,Ceramic,1609,Medium,Yes,Land,1.931,Bio Bubble Wrap
P0663,Bioplastic,440,Low,No,Land,0.308,Paper Wrap
P0664,Ceramic,932,High,Yes,Land,1.118,Bio Bubble Wrap
P0665,Ceramic,640,High,No,Sea,0.768,Bio Bubble Wrap
P0666,Paper,1668,Medium,Yes,Air,1.501,Paper Wrap
P0667,Bioplastic,635,High,No,Land,0.445,Paper Wrap
P0668,Paper,1351,Low,Yes,Land,1.216,Paper Wrap
P0669,Bioplastic,1652,Low,No,Sea,1.156,Paper Wrap
P0670,Plastic,823,Medium,No,Land,1.728,Recycled Cardboard
P0671,Plastic,877,Medium,Yes,Sea,1.842,Recycled Cardboard
P0672,Paper,949,Low,No,Air,0.854,Paper Wrap
P0673,Glass,999,Low,Yes,Air,1.498,Bio Bubble Wrap
P0674,Plastic,616,Low,Yes,Sea,1.294,Recycled Cardboard
P0675,Bioplastic,454,Medium,Yes,Air,0.318,Paper Wrap
P0676,Bioplastic,911,High,Yes,Land,0.638,Paper Wrap
P0677,Metal,1023,High,No,Air,1.841,Recycled Cardboard
P0678,Metal,1112,Low,No,Air,2.002,Recycled Cardboard
P0679,Glass,860,Low,Yes,Air,1.29,Bio Bubble Wrap
P0680,Metal,974,Medium,Yes,Sea,1.753,Paper Wrap
P0681,Glass,1670,High,Yes,Land,2.505,Bio Bubble Wrap
P0682,Bioplastic,1601,Low,No,Air,1.121,Paper Wrap
P0683,Bioplastic,1271,Medium,Yes,Air,0.89,Paper Wrap
P0684,Metal,1565,High,Yes,Sea,2.817,Bio Bubble Wrap
P0685,Metal,1293,Medium,Yes,Air,2.327,Paper Wrap
P0686,Metal,1038,Low,No,Land,1.868,Bio Bubble Wrap
P0687,Paper,1279,Low,Yes,Land,1.151,Paper Wrap
P0688,Paper,1609,Medium,Yes,Air,1.448,Paper Wrap
P0689,Glass,1932,Low,No,Land,2.898,Bio Bubble Wrap
P0690,Ceramic,131,Low,Yes,Land,0.157,Bio Bubble Wrap
P0691,Ceramic,1408,Low,Yes,Land,1.69,Bio Bubble Wrap
P0692,Glass,769,Medium,No,Sea,1.153,Bio Bubble Wrap
P0693,Paper,1955,Medium,Yes,Land,1.76,Paper Wrap
P0694,Ceramic,736,Medium,Yes,Air,0.883,Bio Bubble Wrap
P0695,Plastic,349,Medium,Yes,Sea,0.733,Recycled Cardboard
P0696,Paper,1700,Low,Yes,Sea,1.53,Paper Wrap
P0697,Ceramic,1984,Medium,Yes,Land,2.381,Bio Bubble Wrap
P0698,Plastic,539,Medium,Yes,Air,1.132,Recycled Cardboard
P0699,Ceramic,404,High,Yes,Land,0.485,Bio Bubble Wrap
P0700,Plastic,875,Low,Yes,Land,1.837,Recycled Cardboard
P0701,Ceramic,1638,Medium,Yes,Air,1.966,Bio Bubble Wrap
P0702,Glass,386,Medium,Yes,Air,0.579,Bio Bubble Wrap
P0703,Plastic,595,High,No,Air,1.25,Recycled Cardboard
P0704,Ceramic,931,Medium,Yes,Sea,1.117,Bio Bubble Wrap
P0705,Plastic,421,High,Yes,Sea,0.884,Recycled Cardboard
P0706,Plastic,1703,Medium,Yes,Land,3.576,Recycled Cardboard
P0707,Plastic,406,Medium,Yes,Land,0.853,Recycled Cardboard
P0708,Plastic,1103,Low,Yes,Air,2.316,Recycled Cardboard
P0709,Paper,1418,High,Yes,Land,1.276,Paper Wrap
P0710,Plastic,204,Low,Yes,Sea,0.428,Recycled Cardboard
P0711,Plastic,443,Medium,Yes,Sea,0.93,Recycled Cardboard
P0712,Metal,743,High,No,Land,1.337,Paper Wrap
P0713,Bioplastic,1607,Low,Yes,Air,1.125,Paper Wrap
P0714,Plastic,1272,Low,Yes,Air,2.671,Recycled Cardboard
P0715,Ceramic,166,High,No,Land,0.199,Bio Bubble Wrap
P0716,Bioplastic,615,Low,Yes,Sea,0.43,Paper Wrap
P0717,Plastic,267,Low,Yes,Sea,0.561,Recycled Cardboard
P0718,Glass,869,Low,No,Air,1.304,Bio Bubble Wrap
P0719,Plastic,563,Medium,Yes,Air,1.182,Recycled Cardboard
P0720,Metal,1281,Medium,No,Land,2.306,Paper Wrap
P0721,Bioplastic,2000,Medium,Yes,Land,1.4,Paper Wrap
P0722,Paper,495,Medium,No,Sea,0.446,Paper Wrap
P0723,Glass,893,Low,Yes,Land,1.339,Bio Bubble Wrap
P0724,Glass,1272,Medium,Yes,Land,1.908,Bio Bubble Wrap
P0725,Metal,343,Low,Yes,Air,0.617,Recycled Cardboard
P0726,Bioplastic,957,Low,Yes,Land,0.67,Paper Wrap
P0727,Ceramic,398,Medium,Yes,Sea,0.478,Bio Bubble Wrap
P0728,Metal,676,Medium,Yes,Air,1.217,Cornstarch Wrap
P0729,Ceramic,1622,Medium,Yes,Land,1.946,Bio Bubble Wrap
P0730,Glass,1398,Low,Yes,Land,2.097,Bio Bubble Wrap
P0731,Ceramic,1805,High,Yes,Air,2.166,Bio Bubble Wrap
P0732,Glass,345,Low,No,Sea,0.517,Bio Bubble Wrap
P0733,Bioplastic,1073,Low,Yes,Land,0.751,Paper Wrap
P0734,Plastic,564,Medium,Yes,Air,1.184,Recycled Cardboard
P0735,Metal,1887,High,No,Air,3.397,Paper Wrap
P0736,Ceramic,160,High,No,Air,0.192,Bio Bubble Wrap
P0737,Plastic,682,Low,Yes,Air,1.432,Recycled Cardboard
P0738,Ceramic,1929,High,No,Air,2.315,Bio Bubble Wrap
P0739,Bioplastic,322,Low,Yes,Air,0.225,Paper Wrap
P0740,Bioplastic,532,Medium,Yes,Sea,0.372,Paper Wrap
P0741,Ceramic,1196,Medium,No,Sea,1.435,Bio Bubble Wrap
P0742,Bioplastic,1975,Medium,Yes,Sea,1.383,Paper Wrap
P0743,Bioplastic,434,High,Yes,Sea,0.304,Paper Wrap
P0744,Bioplastic,1106,Low,Yes,Air,0.774,Paper Wrap
P0745,Bioplastic,1048,Low,No,Land,0.734,Paper Wrap
P0746,Paper,1694,Medium,Yes,Sea,1.525,Paper Wrap
P0747,Metal,471,High,Yes,Air,0.848,Minimalist Pouch
P0748,Glass,1248,Medium,Yes,Sea,1.872,Bio Bubble Wrap
P0749,Plastic,834,Medium,Yes,Land,1.751,Recycled Cardboard
P0750,Paper,338,Medium,No,Air,0.304,Paper Wrap
P0751,Metal,1341,High,Yes,Sea,2.414,Recycled Cardboard
P0752,Glass,488,Medium,Yes,Land,0.732,Bio Bubble Wrap
P0753,Metal,1002,High,No,Sea,1.804,Paper Wrap
P0754,Glass,1678,Low,No,Air,2.517,Bio Bubble Wrap
P0755,Bioplastic,143,Medium,No,Land,0.1,Paper Wrap
P0756,Paper,774,Low,Yes,Land,0.697,Paper Wrap
P0757,Metal,519,Low,Yes,Land,0.934,Mushroom Foam
P0758,Bioplastic,1444,High,Yes,Land,1.011,Paper Wrap
P0759,Bioplastic,795,Medium,Yes,Air,0.556,Paper Wrap
P0760,Paper,135,Low,Yes,Sea,0.121,Paper Wrap
P0761,Ceramic,1557,Medium,Yes,Sea,1.868,Bio Bubble Wrap
P0762,Plastic,1984,Low,Yes,Sea,4.166,Recycled Cardboard
P0763,Metal,1845,Medium,Yes,Land,3.321,Cornstarch Wrap
P0764,Ceramic,331,Low,Yes,Land,0.397,Bio Bubble Wrap
P0765,Metal,1101,Medium,Yes,Land,1.982,Recycled Cardboard
P0766,Ceramic,808,Low,Yes,Land,0.97,Bio Bubble Wrap
P0767,Glass,713,Medium,Yes,Land,1.069,Bio Bubble Wrap
P0768,Ceramic,1104,Medium,No,Sea,1.325,Bio Bubble Wrap
P0769,Bioplastic,144,Low,Yes,Sea,0.101,Paper Wrap
P0770,Glass,1247,Medium,Yes,Land,1.871,Bio Bubble Wrap
P0771,Paper,762,Low,Yes,Sea,0.686,Paper Wrap
P0772,Plastic,582,High,Yes,Land,1.222,Recycled Cardboard
P0773,Plastic,1380,Low,Yes,Sea,2.898,Recycled Cardboard
P0774,Ceramic,1700,Medium,Yes,Air,2.04,Bio Bubble Wrap
P0775,Glass,1906,Medium,No,Sea,2.859,Bio Bubble Wrap
P0776,Paper,1475,Low,Yes,Air,1.327,Paper Wrap
P0777,Bioplastic,924,Low,Yes,Sea,0.647,Paper Wrap
P0778,Metal,1926,High,Yes,Land,3.467,Cornstarch Wrap
