Product_ID,Material_Type,Product_Weight_g,Fragility,Recyclable,Transport_Mode,LCA_Emission_kgCO2,Packaging_Option,Cost_per_unit,Biodegradability_Score,Strength_Score,Product_Category,CO2_Impact_Index,Cost_Efficiency_Index,Recyclable_Binary,Material_Suitability_Score
P0211,Plastic,583,Low,Yes,Land,1.224,Recycled Cardboard,0.65,10,65,E-Commerce,70.83,67.5,1,53.62
P0212,Ceramic,601,Medium,Yes,Air,0.721,Bio Bubble Wrap,0.96,20,70,Home & Decor,82.82,52.0,1,56.85
P0213,Ceramic,409,High,Yes,Air,0.491,Bio Bubble Wrap,0.66,20,70,Home & Decor,88.3,67.0,1,62.24
P0214,Plastic,547,Low,No,Land,1.149,Recycled Cardboard,0.66,10,65,E-Commerce,72.62,67.0,0,54.04
P0215,Glass,629,High,Yes,Air,0.944,Bio Bubble Wrap,0.67,15,70,Home & Decor,77.5,66.5,1,57.62
P0216,Metal,1087,High,Yes,Sea,1.957,Cornstarch Wrap,0.89,5,55,Electronics,53.36,55.5,1,42.13
P0217,Plastic,1112,High,Yes,Land,2.335,Recycled Cardboard,0.67,10,65,E-Commerce,44.35,66.5,1,45.43
P0218,Bioplastic,908,Low,Yes,Air,0.636,Paper Wrap,0.29,80,40,Pharma & Health,84.84,85.5,1,74.83
P0219,Glass,1206,Medium,No,Sea,1.809,Bio Bubble Wrap,1.09,15,70,Home & Decor,56.89,45.5,0,46.19
P0220,Plastic,1259,Low,Yes,Land,2.644,Recycled Cardboard,0.63,10,65,E-Commerce,36.99,68.5,1,43.72
P0221,Metal,138,Medium,No,Air,0.248,Bio Bubble Wrap,0.9,5,70,Industrial,94.09,55.0,0,57.23
P0222,Plastic,986,Low,Yes,Land,2.071,Recycled Cardboard,0.35,10,65,E-Commerce,50.64,82.5,1,51.32
P0223,Glass,1227,Low,Yes,Land,1.841,Bio Bubble Wrap,0.76,15,70,Home & Decor,56.12,62.0,1,50.09
P0224,Metal,519,High,No,Land,0.934,Recycled Cardboard,0.43,5,65,Electronics,77.74,78.5,0,57.2
P0225,Ceramic,1814,Low,Yes,Land,2.177,Bio Bubble Wrap,0.67,20,70,Home & Decor,48.12,66.5,1,50.06
P0226,Metal,1255,Medium,Yes,Air,2.259,Minimalist Pouch,0.59,5,50,Industrial,46.16,70.5,1,42.72
P0227,Paper,658,Medium,Yes,Land,0.592,Paper Wrap,0.22,95,40,Food & Beverage,85.89,89.0,1,79.77
P0228,Plastic,158,Medium,Yes,Air,0.332,Recycled Cardboard,0.75,10,65,Cosmetics,92.09,62.5,1,58.75
P0229,Paper,1021,Low,No,Air,0.919,Paper Wrap,0.29,95,40,Food & Beverage,78.1,85.5,0,76.55
P0230,Bioplastic,1306,Medium,Yes,Air,0.914,Paper Wrap,0.34,80,40,Pharma & Health,78.22,83.0,1,72.22
P0231,Bioplastic,1565,Medium,Yes,Air,1.095,Paper Wrap,0.25,80,40,Pharma & Health,73.9,87.5,1,72.04
P0232,Bioplastic,1234,Medium,Yes,Air,0.864,Paper Wrap,0.27,80,40,Pharma & Health,79.41,86.5,1,73.45
P0233,Plastic,1012,Medium,Yes,Sea,2.125,Recycled Cardboard,0.55,10,65,Cosmetics,49.36,72.5,1,48.43
P0234,Metal,426,Medium,No,Sea,0.767,Mushroom Foam,1.03,5,75,Industrial,81.72,48.5,0,52.89
P0235,Bioplastic,477,Low,Yes,Land,0.334,Paper Wrap,0.32,80,40,Pharma & Health,92.04,84.0,1,76.61
P0236,Paper,540,High,No,Air,0.486,Paper Wrap,0.18,95,40,Food & Beverage,88.42,91.0,0,81.03
P0237,Plastic,772,Medium,Yes,Land,1.621,Recycled Cardboard,0.31,10,65,Cosmetics,61.37,84.5,1,55.04
P0238,Bioplastic,579,High,Yes,Sea,0.405,Paper Wrap,0.29,80,40,Pharma & Health,90.35,85.5,1,76.48
P0239,Metal,255,Low,Yes,Sea,0.459,Minimalist Pouch,0.27,5,50,Industrial,89.06,86.5,1,59.59
P0240,Metal,696,High,Yes,Land,1.253,Bio Bubble Wrap,1.16,5,70,Electronics,70.14,42.0,1,46.79
P0241,Plastic,338,Low,Yes,Air,0.71,Recycled Cardboard,0.78,10,65,E-Commerce,83.08,61.0,1,55.67
P0242,Glass,162,Low,Yes,Air,0.243,Bio Bubble Wrap,1.14,15,70,Home & Decor,94.21,43.0,1,56.76
P0243,Glass,1256,Medium,No,Land,1.884,Bio Bubble Wrap,0.76,15,70,Home & Decor,55.1,62.0,0,49.78
P0244,Bioplastic,251,Low,Yes,Air,0.176,Paper Wrap,0.1,80,40,Pharma & Health,95.81,95.0,1,80.49
P0245,Paper,586,High,Yes,Sea,0.527,Paper Wrap,0.38,95,40,Food & Beverage,87.44,81.0,1,78.23
P0246,Paper,1655,High,Yes,Sea,1.49,Paper Wrap,0.23,95,40,Food & Beverage,64.49,88.5,1,73.22
P0247,Metal,1734,Medium,Yes,Air,3.121,Recycled Cardboard,0.78,5,65,Industrial,25.62,61.0,1,37.19
P0248,Paper,903,Medium,Yes,Sea,0.813,Paper Wrap,0.39,95,40,Food & Beverage,80.62,80.5,1,76.06
P0249,Bioplastic,1177,High,Yes,Sea,0.824,Paper Wrap,0.36,80,40,Pharma & Health,80.36,82.0,1,72.61
P0250,Glass,404,Low,Yes,Land,0.606,Bio Bubble Wrap,0.71,15,70,Home & Decor,85.56,64.5,1,59.54
P0251,Bioplastic,468,Low,Yes,Sea,0.328,Paper Wrap,0.22,80,40,Pharma & Health,92.18,89.0,1,77.9
P0252,Bioplastic,257,Low,Yes,Air,0.18,Paper Wrap,0.36,80,40,Pharma & Health,95.71,82.0,1,77.21
P0253,Paper,1589,Medium,No,Land,1.43,Paper Wrap,0.2,95,40,Food & Beverage,65.92,90.0,0,74.03
P0254,Paper,1951,High,Yes,Land,1.756,Paper Wrap,0.15,95,40,Food & Beverage,58.15,92.5,1,72.32
P0255,Ceramic,502,Medium,No,Sea,0.602,Bio Bubble Wrap,0.89,20,70,Home & Decor,85.65,55.5,0,58.57
P0256,Bioplastic,1810,High,Yes,Land,1.267,Paper Wrap,0.38,80,40,Pharma & Health,69.8,81.0,1,69.19
P0257,Bioplastic,1832,Low,Yes,Air,1.282,Paper Wrap,0.31,80,40,Pharma & Health,69.45,84.5,1,69.96
P0258,Metal,333,Low,Yes,Land,0.599,Bio Bubble Wrap,0.9,5,70,Industrial,85.72,55.0,1,54.72
P0259,Paper,1454,Low,No,Sea,1.309,Paper Wrap,0.13,95,40,Food & Beverage,68.8,93.5,0,75.76
P0260,Bioplastic,800,Low,No,Air,0.56,Paper Wrap,0.28,80,40,Pharma & Health,86.65,86.0,0,75.5
P0261,Metal,359,Low,Yes,Sea,0.646,Mushroom Foam,1.99,5,75,Industrial,84.6,0.5,1,41.76
P0262,Plastic,1921,Low,Yes,Air,4.034,Recycled Cardboard,0.37,10,65,E-Commerce,3.86,81.5,1,37.03
P0263,Glass,1441,Medium,No,Sea,2.162,Bio Bubble Wrap,0.86,15,70,Home & Decor,48.47,57.0,0,46.54
P0264,Ceramic,1491,Low,Yes,Sea,1.789,Bio Bubble Wrap,1.11,20,70,Home & Decor,57.36,44.5,1,47.33
P0265,Glass,1875,High,Yes,Land,2.812,Bio Bubble Wrap,1.02,15,70,Home & Decor,32.98,49.0,1,39.89
P0266,Plastic,180,Low,Yes,Land,0.378,Recycled Cardboard,0.65,10,65,E-Commerce,90.99,67.5,1,59.67
P0267,Plastic,1105,Low,Yes,Land,2.321,Recycled Cardboard,0.65,10,65,E-Commerce,44.69,67.5,1,45.78
P0268,Paper,445,Low,Yes,Sea,0.401,Paper Wrap,0.21,95,40,Food & Beverage,90.44,89.5,1,81.26
P0269,Glass,1555,Low,Yes,Land,2.333,Bio Bubble Wrap,0.71,15,70,Home & Decor,44.4,64.5,1,47.2
P0270,Glass,294,Medium,Yes,Sea,0.441,Bio Bubble Wrap,1.07,15,70,Home & Decor,89.49,46.5,1,56.22
P0271,Bioplastic,1752,Medium,No,Land,1.226,Paper Wrap,0.34,80,40,Pharma & Health,70.78,83.0,0,69.98
P0272,Paper,1279,Medium,Yes,Air,1.151,Paper Wrap,0.36,95,40,Food & Beverage,72.57,82.0,1,74.02
P0273,Ceramic,290,High,Yes,Land,0.348,Bio Bubble Wrap,1.14,20,70,Home & Decor,91.71,43.0,1,57.26
P0274,Glass,684,Low,Yes,Sea,1.026,Bio Bubble Wrap,0.86,15,70,Home & Decor,75.55,57.0,1,54.66
P0275,Bioplastic,578,Low,Yes,Sea,0.405,Paper Wrap,0.25,80,40,Pharma & Health,90.35,87.5,1,76.98
P0276,Ceramic,977,High,No,Land,1.172,Bio Bubble Wrap,1.06,20,70,Home & Decor,72.07,47.0,0,52.37
P0277,Plastic,170,Low,No,Land,0.357,Recycled Cardboard,0.62,10,65,E-Commerce,91.49,69.0,0,60.2
P0278,Metal,624,Medium,Yes,Land,1.123,Recycled Cardboard,0.65,5,65,Industrial,73.24,67.5,1,53.1
P0279,Plastic,280,Low,No,Air,0.588,Recycled Cardboard,0.7,10,65,E-Commerce,85.99,65.0,0,57.55
P0280,Bioplastic,858,Medium,Yes,Air,0.601,Paper Wrap,0.37,80,40,Pharma & Health,85.68,81.5,1,74.08
P0281,Paper,1327,Low,No,Air,1.194,Paper Wrap,0.2,95,40,Food & Beverage,71.54,90.0,0,75.71
P0282,Metal,419,Medium,Yes,Sea,0.754,Cornstarch Wrap,0.94,5,55,Industrial,82.03,53.0,1,50.11
P0283,Ceramic,1901,Medium,No,Land,2.281,Bio Bubble Wrap,0.57,20,70,Home & Decor,45.64,71.5,0,50.57
P0284,Ceramic,1038,Medium,Yes,Sea,1.246,Bio Bubble Wrap,0.9,20,70,Home & Decor,70.31,55.0,1,53.84
P0285,Glass,1413,Medium,Yes,Air,2.119,Bio Bubble Wrap,0.53,15,70,Home & Decor,49.5,73.5,1,50.98
P0286,Paper,154,Medium,No,Land,0.139,Paper Wrap,0.24,95,40,Food & Beverage,96.69,88.0,0,82.76
P0287,Plastic,645,High,Yes,Sea,1.355,Recycled Cardboard,0.57,10,65,E-Commerce,67.71,71.5,1,53.69
P0288,Paper,666,Medium,Yes,Sea,0.599,Paper Wrap,0.19,95,40,Food & Beverage,85.72,90.5,1,80.09
P0289,Ceramic,1148,Low,Yes,Sea,1.378,Bio Bubble Wrap,0.91,20,70,Home & Decor,67.16,54.5,1,52.77
P0290,Glass,813,Medium,Yes,Air,1.22,Bio Bubble Wrap,0.52,15,70,Home & Decor,70.92,74.0,1,57.53
P0291,Bioplastic,208,Low,Yes,Land,0.146,Paper Wrap,0.11,80,40,Pharma & Health,96.52,94.5,1,80.58
P0292,Glass,1403,Medium,Yes,Sea,2.104,Bio Bubble Wrap,1.08,15,70,Home & Decor,49.86,46.0,1,44.21
P0293,Plastic,1730,High,Yes,Sea,3.633,Recycled Cardboard,0.48,10,65,E-Commerce,13.42,76.0,1,38.53
P0294,Ceramic,1224,Medium,Yes,Land,1.469,Bio Bubble Wrap,0.59,20,70,Home & Decor,64.99,70.5,1,56.12
P0295,Bioplastic,1625,Medium,Yes,Land,1.137,Paper Wrap,0.26,80,40,Pharma & Health,72.9,87.0,1,71.62
P0296,Bioplastic,1409,Low,Yes,Land,0.986,Paper Wrap,0.33,80,40,Pharma & Health,76.5,83.5,1,71.82
P0297,Plastic,1149,Medium,No,Air,2.413,Recycled Cardboard,0.41,10,65,Cosmetics,42.49,79.5,0,48.12
P0298,Ceramic,1120,Low,No,Sea,1.344,Bio Bubble Wrap,0.94,20,70,Home & Decor,67.97,53.0,0,52.64
P0299,Glass,239,High,Yes,Sea,0.358,Bio Bubble Wrap,0.56,15,70,Home & Decor,91.47,72.0,1,63.19
P0300,Ceramic,1503,Low,Yes,Air,1.804,Bio Bubble Wrap,0.54,20,70,Home & Decor,57.01,73.0,1,54.35
P0301,Metal,312,Medium,Yes,Air,0.562,Recycled Cardboard,0.57,5,65,Industrial,86.61,71.5,1,58.11
P0302,Glass,217,Low,Yes,Air,0.326,Bio Bubble Wrap,0.88,15,70,Home & Decor,92.23,56.0,1,59.42
P0303,Plastic,923,Medium,Yes,Sea,1.938,Recycled Cardboard,0.62,10,65,Cosmetics,53.81,69.0,1,48.89
P0304,Plastic,1973,Low,No,Air,4.143,Recycled Cardboard,0.66,10,65,E-Commerce,1.26,67.0,0,32.63
P0305,Metal,274,Low,Yes,Land,0.493,Mushroom Foam,1.97,5,75,Industrial,88.25,1.5,1,43.1
P0306,Glass,292,High,Yes,Land,0.438,Bio Bubble Wrap,0.86,15,70,Home & Decor,89.56,57.0,1,58.87
P0307,Ceramic,473,Medium,Yes,Air,0.568,Bio Bubble Wrap,0.73,20,70,Home & Decor,86.46,63.5,1,60.81
P0308,Bioplastic,1278,High,Yes,Air,0.895,Paper Wrap,0.34,80,40,Pharma & Health,78.67,83.0,1,72.35
P0309,Ceramic,1801,High,No,Air,2.161,Bio Bubble Wrap,0.69,20,70,Home & Decor,48.5,65.5,0,49.92
P0310,Ceramic,1138,Low,No,Land,1.366,Bio Bubble Wrap,0.81,20,70,Home & Decor,67.45,59.5,0,54.11
P0311,Glass,1811,Medium,Yes,Air,2.716,Bio Bubble Wrap,0.55,15,70,Home & Decor,35.27,72.5,1,46.46
P0312,Metal,1282,Medium,Yes,Sea,2.308,Minimalist Pouch,0.21,5,50,Industrial,45.0,89.5,1,47.12
P0313,Metal,1256,Medium,Yes,Land,2.261,Mushroom Foam,1.96,5,75,Industrial,46.12,2.0,1,30.59
P0314,Plastic,830,Low,No,Air,1.743,Recycled Cardboard,0.72,10,65,E-Commerce,58.46,64.0,0,49.04
P0315,Ceramic,1087,Medium,Yes,Sea,1.304,Bio Bubble Wrap,0.99,20,70,Home & Decor,68.92,50.5,1,52.3
P0316,Plastic,1056,Low,Yes,Land,2.218,Recycled Cardboard,0.5,10,65,E-Commerce,47.14,75.0,1,48.39
P0317,Ceramic,997,Medium,Yes,Land,1.196,Bio Bubble Wrap,0.62,20,70,Home & Decor,71.5,69.0,1,57.7
P0318,Glass,1983,High,Yes,Sea,2.974,Bio Bubble Wrap,0.61,15,70,Home & Decor,29.12,69.5,1,43.86
P0319,Plastic,1538,Medium,Yes,Air,3.23,Recycled Cardboard,0.43,10,65,Cosmetics,23.02,78.5,1,42.03
P0320,Bioplastic,1791,Medium,Yes,Sea,1.254,Paper Wrap,0.26,80,40,Pharma & Health,70.11,87.0,1,70.78
P0321,Bioplastic,516,Low,Yes,Sea,0.361,Paper Wrap,0.31,80,40,Pharma & Health,91.4,84.5,1,76.54
P0322,Ceramic,327,Medium,Yes,Air,0.392,Bio Bubble Wrap,0.96,20,70,Home & Decor,90.66,52.0,1,59.2
P0323,Metal,386,Medium,Yes,Land,0.695,Cornstarch Wrap,0.85,5,55,Industrial,83.44,57.5,1,51.66
P0324,Metal,1546,Low,Yes,Land,2.783,Paper Wrap,0.39,5,40,Industrial,33.67,80.5,1,39.48
P0325,Plastic,1611,Low,Yes,Sea,3.383,Recycled Cardboard,0.67,10,65,E-Commerce,19.38,66.5,1,37.94
P0326,Glass,723,High,Yes,Land,1.085,Bio Bubble Wrap,0.89,15,70,Home & Decor,74.14,55.5,1,53.87
P0327,Ceramic,184,Medium,No,Air,0.221,Bio Bubble Wrap,0.93,20,70,Home & Decor,94.73,53.5,0,60.79
P0328,Metal,1140,High,No,Land,2.052,Recycled Cardboard,0.51,5,65,Electronics,51.1,74.5,0,48.2
P0329,Bioplastic,171,High,Yes,Sea,0.12,Paper Wrap,0.17,80,40,Pharma & Health,97.14,91.5,1,80.02
P0330,Ceramic,902,High,Yes,Air,1.082,Bio Bubble Wrap,0.75,20,70,Home & Decor,74.21,62.5,1,56.89
P0331,Bioplastic,879,Low,Yes,Sea,0.615,Paper Wrap,0.33,80,40,Pharma & Health,85.34,83.5,1,74.48
P0332,Bioplastic,1229,Low,Yes,Land,0.86,Paper Wrap,0.1,80,40,Pharma & Health,79.5,95.0,1,75.6
P0333,Glass,554,Medium,Yes,Air,0.831,Bio Bubble Wrap,0.58,15,70,Home & Decor,80.2,71.0,1,59.56
P0334,Glass,538,High,Yes,Sea,0.807,Bio Bubble Wrap,0.53,15,70,Home & Decor,80.77,73.5,1,60.36
P0335,Glass,1112,Medium,Yes,Sea,1.668,Bio Bubble Wrap,0.53,15,70,Home & Decor,60.25,73.5,1,54.2
P0336,Bioplastic,351,Low,Yes,Sea,0.246,Paper Wrap,0.36,80,40,Pharma & Health,94.14,82.0,1,76.74
P0337,Bioplastic,1685,Medium,Yes,Air,1.179,Paper Wrap,0.31,80,40,Pharma & Health,71.9,84.5,1,70.69
P0338,Paper,689,Medium,Yes,Air,0.62,Paper Wrap,0.24,95,40,Food & Beverage,85.22,88.0,1,79.32
P0339,Metal,413,Low,Yes,Air,0.743,Minimalist Pouch,0.24,5,50,Industrial,82.29,88.0,1,57.94
P0340,Ceramic,819,Medium,Yes,Land,0.983,Bio Bubble Wrap,0.84,20,70,Home & Decor,76.57,58.0,1,56.47
P0341,Glass,1993,Medium,Yes,Land,2.99,Bio Bubble Wrap,0.83,15,70,Home & Decor,28.74,58.5,1,41.0
P0342,Glass,1660,Medium,Yes,Sea,2.49,Bio Bubble Wrap,0.62,15,70,Home & Decor,40.66,69.0,1,47.2
P0343,Bioplastic,1377,Medium,Yes,Sea,0.964,Paper Wrap,0.23,80,40,Pharma & Health,77.03,88.5,1,73.23
P0344,Metal,1503,Low,Yes,Air,2.705,Minimalist Pouch,0.36,5,50,Industrial,35.53,82.0,1,42.41
P0345,Metal,1442,Medium,Yes,Land,2.596,Recycled Cardboard,0.61,5,65,Industrial,38.13,69.5,1,43.06
P0346,Paper,1378,Low,No,Air,1.24,Paper Wrap,0.29,95,40,Food & Beverage,70.45,85.5,0,74.26
P0347,Bioplastic,1814,Low,Yes,Sea,1.27,Paper Wrap,0.11,80,40,Pharma & Health,69.73,94.5,1,72.54
P0348,Metal,684,Low,Yes,Air,1.231,Bio Bubble Wrap,0.76,5,70,Industrial,70.66,62.0,1,51.95
P0349,Bioplastic,1159,Medium,Yes,Sea,0.811,Paper Wrap,0.29,80,40,Pharma & Health,80.67,85.5,1,73.58
P0350,Ceramic,537,High,Yes,Sea,0.644,Bio Bubble Wrap,0.85,20,70,Home & Decor,84.65,57.5,1,58.77
P0351,Paper,1307,Low,Yes,Air,1.176,Paper Wrap,0.36,95,40,Food & Beverage,71.97,82.0,1,73.84
P0352,Metal,1177,High,Yes,Sea,2.119,Paper Wrap,0.3,5,40,Electronics,49.5,85.0,1,45.35
P0353,Glass,1369,Medium,Yes,Air,2.054,Bio Bubble Wrap,0.61,15,70,Home & Decor,51.05,69.5,1,50.44
P0354,Ceramic,1455,Medium,Yes,Sea,1.746,Bio Bubble Wrap,0.55,20,70,Home & Decor,58.39,72.5,1,54.64
P0355,Paper,1117,Low,Yes,Air,1.005,Paper Wrap,0.29,95,40,Food & Beverage,76.05,85.5,1,75.94
P0356,Bioplastic,1308,High,No,Land,0.916,Paper Wrap,0.11,80,40,Pharma & Health,78.17,94.5,0,75.08
P0357,Paper,1191,High,Yes,Air,1.072,Paper Wrap,0.28,95,40,Food & Beverage,74.45,86.0,1,75.59
P0358,Glass,502,Low,Yes,Land,0.753,Bio Bubble Wrap,1.16,15,70,Home & Decor,82.05,42.0,1,52.86
P0359,Paper,1336,Medium,Yes,Land,1.202,Paper Wrap,0.27,95,40,Food & Beverage,71.35,86.5,1,74.78
P0360,Glass,591,High,No,Sea,0.886,Bio Bubble Wrap,0.77,15,70,Home & Decor,78.88,61.5,0,56.79
P0361,Plastic,1437,Medium,Yes,Land,3.018,Recycled Cardboard,0.62,10,65,Cosmetics,28.07,69.0,1,41.17
P0362,Plastic,603,Medium,No,Sea,1.266,Recycled Cardboard,0.53,10,65,Cosmetics,69.83,73.5,0,54.82
P0363,Paper,1069,Low,Yes,Land,0.962,Paper Wrap,0.26,95,40,Food & Beverage,77.07,87.0,1,76.62
P0364,Glass,1365,High,Yes,Air,2.047,Bio Bubble Wrap,1.16,15,70,Home & Decor,51.22,42.0,1,43.62
P0365,Paper,487,Low,Yes,Land,0.438,Paper Wrap,0.22,95,40,Food & Beverage,89.56,89.0,1,80.87
P0366,Bioplastic,700,Low,Yes,Land,0.49,Paper Wrap,0.39,80,40,Pharma & Health,88.32,80.5,1,74.62
P0367,Plastic,378,Medium,Yes,Sea,0.794,Recycled Cardboard,0.75,10,65,Cosmetics,81.08,62.5,1,55.45
P0368,Ceramic,711,Medium,Yes,Sea,0.853,Bio Bubble Wrap,0.64,20,70,Home & Decor,79.67,68.0,1,59.9
P0369,Metal,952,Medium,No,Air,1.714,Recycled Cardboard,0.33,5,65,Industrial,59.15,83.5,0,52.87
P0370,Paper,646,Low,Yes,Sea,0.581,Paper Wrap,0.13,95,40,Food & Beverage,86.15,93.5,1,80.97
P0371,Ceramic,413,Low,No,Air,0.496,Bio Bubble Wrap,0.51,20,70,Home & Decor,88.18,74.5,0,64.08
P0372,Plastic,1946,High,Yes,Land,4.087,Recycled Cardboard,0.35,10,65,E-Commerce,2.6,82.5,1,36.9
P0373,Paper,1810,Low,Yes,Air,1.629,Paper Wrap,0.3,95,40,Food & Beverage,61.18,85.0,1,71.35
P0374,Bioplastic,1940,High,No,Land,1.358,Paper Wrap,0.12,80,40,Pharma & Health,67.64,94.0,0,71.79
P0375,Ceramic,932,Low,No,Land,1.118,Bio Bubble Wrap,0.72,20,70,Home & Decor,73.36,64.0,0,57.01
P0376,Plastic,1790,Low,Yes,Sea,3.759,Recycled Cardboard,0.72,10,65,E-Commerce,10.41,64.0,1,34.62
P0377,Glass,1081,Low,Yes,Sea,1.621,Bio Bubble Wrap,0.52,15,70,Home & Decor,61.37,74.0,1,54.66
P0378,Ceramic,1253,Medium,No,Sea,1.504,Bio Bubble Wrap,1.07,20,70,Home & Decor,64.16,46.5,0,49.87
P0379,Ceramic,1690,Medium,Yes,Sea,2.028,Bio Bubble Wrap,0.7,20,70,Home & Decor,51.67,65.0,1,50.75
P0380,Ceramic,1389,High,Yes,Sea,1.667,Bio Bubble Wrap,0.58,20,70,Home & Decor,60.27,71.0,1,54.83
P0381,Paper,866,Low,No,Sea,0.779,Paper Wrap,0.31,95,40,Food & Beverage,81.43,84.5,0,77.3
P0382,Ceramic,1629,High,No,Air,1.955,Bio Bubble Wrap,0.94,20,70,Home & Decor,53.41,53.0,0,48.27
P0383,Bioplastic,580,Low,No,Air,0.406,Paper Wrap,0.36,80,40,Pharma & Health,90.32,82.0,0,75.6
P0384,Plastic,1658,Low,Yes,Air,3.482,Recycled Cardboard,0.67,10,65,E-Commerce,17.02,66.5,1,37.23
P0385,Paper,878,Low,Yes,Sea,0.79,Paper Wrap,0.34,95,40,Food & Beverage,81.17,83.0,1,76.85
P0386,Glass,1651,Medium,Yes,Land,2.477,Bio Bubble Wrap,0.7,15,70,Home & Decor,40.97,65.0,1,46.29
P0387,Plastic,651,Medium,Yes,Air,1.367,Recycled Cardboard,0.39,10,65,Cosmetics,67.42,80.5,1,55.85
P0388,Ceramic,692,Medium,No,Land,0.83,Bio Bubble Wrap,1.03,20,70,Home & Decor,80.22,48.5,0,55.19
P0389,Bioplastic,527,High,Yes,Air,0.369,Paper Wrap,0.34,80,40,Pharma & Health,91.21,83.0,1,76.11
P0390,Paper,1083,Low,Yes,Air,0.975,Paper Wrap,0.4,95,40,Food & Beverage,76.76,80.0,1,74.78
P0391,Paper,161,High,Yes,Air,0.145,Paper Wrap,0.22,95,40,Food & Beverage,96.54,89.0,1,82.96
P0392,Bioplastic,1516,Low,Yes,Air,1.061,Paper Wrap,0.21,80,40,Pharma & Health,74.71,89.5,1,72.79
P0393,Paper,910,Low,Yes,Land,0.819,Paper Wrap,0.33,95,40,Food & Beverage,80.48,83.5,1,76.77
P0394,Metal,963,High,No,Sea,1.733,Mushroom Foam,1.21,5,75,Electronics,58.7,39.5,0,43.74
P0395,Paper,362,Medium,No,Land,0.326,Paper Wrap,0.38,95,40,Food & Beverage,92.23,81.0,0,79.67
P0396,Glass,1254,Low,Yes,Sea,1.881,Bio Bubble Wrap,1.1,15,70,Home & Decor,55.17,45.0,1,45.55
P0397,Metal,1565,Low,No,Sea,2.817,Paper Wrap,0.23,5,40,Industrial,32.86,88.5,0,41.23
P0398,Metal,1036,Low,No,Air,1.865,Minimalist Pouch,0.5,5,50,Industrial,55.55,75.0,0,46.66
P0399,Plastic,1317,Low,Yes,Land,2.766,Recycled Cardboard,0.68,10,65,E-Commerce,34.08,66.0,1,42.22
P0400,Bioplastic,673,Low,No,Sea,0.471,Paper Wrap,0.13,80,40,Pharma & Health,88.78,93.5,0,78.01
P0401,Metal,889,Low,Yes,Sea,1.6,Cornstarch Wrap,1.41,5,55,Industrial,61.87,29.5,1,38.19
P0402,Ceramic,1392,Low,Yes,Sea,1.67,Bio Bubble Wrap,0.85,20,70,Home & Decor,60.2,57.5,1,51.44
P0403,Paper,778,Low,Yes,Sea,0.7,Paper Wrap,0.35,95,40,Food & Beverage,83.32,82.5,1,77.37
P0404,Plastic,1110,Low,Yes,Sea,2.331,Recycled Cardboard,0.46,10,65,E-Commerce,44.45,77.0,1,48.08
P0405,Metal,981,Low,Yes,Land,1.766,Bio Bubble Wrap,1.13,5,70,Industrial,57.91,43.5,1,43.5
P0406,Glass,1144,Medium,Yes,Sea,1.716,Bio Bubble Wrap,0.77,15,70,Home & Decor,59.1,61.5,1,50.86
P0407,Metal,1030,Low,No,Sea,1.854,Paper Wrap,0.1,5,40,Industrial,55.82,95.0,0,49.75
P0408,Bioplastic,1784,High,Yes,Sea,1.249,Paper Wrap,0.37,80,40,Pharma & Health,70.23,81.5,1,69.44
P0409,Glass,1567,High,Yes,Land,2.35,Bio Bubble Wrap,0.56,15,70,Home & Decor,43.99,72.0,1,48.95
P0410,Plastic,1486,Medium,No,Land,3.121,Recycled Cardboard,0.46,10,65,Cosmetics,25.62,77.0,0,42.44
P0411,Ceramic,1429,Low,Yes,Land,1.715,Bio Bubble Wrap,1.17,20,70,Home & Decor,59.13,41.5,1,47.11
P0412,Plastic,561,Low,Yes,Land,1.178,Recycled Cardboard,0.78,10,65,E-Commerce,71.93,61.0,1,52.33
P0413,Bioplastic,1141,Low,No,Air,0.799,Paper Wrap,0.27,80,40,Pharma & Health,80.96,86.5,0,73.91
P0414,Paper,793,Low,No,Sea,0.714,Paper Wrap,0.29,95,40,Food & Beverage,82.98,85.5,0,78.02
P0415,Metal,1817,Medium,Yes,Sea,3.271,Cornstarch Wrap,1.0,5,55,Industrial,22.04,50.0,1,31.36
P0416,Bioplastic,1982,Medium,Yes,Sea,1.387,Paper Wrap,0.19,80,40,Pharma & Health,66.94,90.5,1,70.71
P0417,Bioplastic,760,High,Yes,Land,0.532,Paper Wrap,0.2,80,40,Pharma & Health,87.32,90.0,1,76.7
P0418,Plastic,1369,Medium,No,Sea,2.875,Recycled Cardboard,0.64,10,65,Cosmetics,31.48,68.0,0,41.94
P0419,Paper,1754,Medium,Yes,Sea,1.579,Paper Wrap,0.33,95,40,Food & Beverage,62.37,83.5,1,71.34
P0420,Glass,1414,Low,Yes,Sea,2.121,Bio Bubble Wrap,1.05,15,70,Home & Decor,49.45,47.5,1,44.46
P0421,Glass,172,Medium,Yes,Air,0.258,Bio Bubble Wrap,1.05,15,70,Home & Decor,93.85,47.5,1,57.78
P0422,Metal,1974,Medium,Yes,Land,3.553,Recycled Cardboard,0.35,5,65,Industrial,15.32,82.5,1,39.47
P0423,Metal,913,High,No,Air,1.643,Cornstarch Wrap,1.04,5,55,Electronics,60.84,48.0,0,42.5
P0424,Paper,279,Low,Yes,Land,0.251,Paper Wrap,0.12,95,40,Food & Beverage,94.02,94.0,1,83.46
